pattern_id,feature,condition,support_count,support_pct,true_count,false_count,true_rate,false_rate,base_true_rate,lift_TRUE,lift_FALSE,purity,direction,z_score,approx_p_value,confidence,log_odds_ratio_vs_rest,abs_log_odds_ratio
"hapax_token_ratio__quantile_(0.125,1.0]",hapax_token_ratio,"hapax_token_ratio in quantile bin (0.125, 1.0]",963,0.19653061224489796,373,590,0.387331256490135,0.612668743509865,0.2857142857142857,1.3556593977154725,0.857736240913811,0.612668743509865,TRUE,6.980353679221401,2.9443787665007957e-12,0.9999999999970556,0.5831445892768554,0.5831445892768554
"compression_ratio__quantile_(0.735,0.789]",compression_ratio,"compression_ratio in quantile bin (0.735, 0.789]",978,0.19959183673469388,372,606,0.3803680981595092,0.6196319018404908,0.2857142857142857,1.3312883435582823,0.8674846625766871,0.6196319018404908,TRUE,6.55247810565998,5.6590017886378684e-11,0.9999999999434099,0.5472432638615569,0.5472432638615569
hapax_token_ratio__gte_p90,hapax_token_ratio,hapax_token_ratio >= p90 (0.176471),503,0.10265306122448979,197,306,0.39165009940357853,0.6083499005964215,0.2857142857142857,1.3707753479125249,0.85168986083499,0.6083499005964215,TRUE,5.259262396408299,1.4463438060391265e-07,0.9999998553656194,0.5367174317841819,0.5367174317841819
avg_sentence_word_count__gte_p90,avg_sentence_word_count,avg_sentence_word_count >= p90 (29),515,0.10510204081632653,201,314,0.39029126213592236,0.6097087378640776,0.2857142857142857,1.3660194174757283,0.8535922330097087,0.6097087378640776,TRUE,5.253366927758798,1.4934358928415444e-07,0.9999998506564107,0.531823637720842,0.531823637720842
"avg_sentence_word_count__quantile_(24.0,213.0]",avg_sentence_word_count,"avg_sentence_word_count in quantile bin (24.0, 213.0]",907,0.18510204081632653,341,566,0.37596471885336274,0.6240352811466373,0.2857142857142857,1.3158765159867696,0.8736493936052923,0.6240352811466373,TRUE,6.016597770508165,1.7812093476970854e-09,0.9999999982187906,0.5126105808328192,0.5126105808328192
mixed_alnum_token_count__gte_p95,mixed_alnum_token_count,mixed_alnum_token_count >= p95 (1),282,0.05755102040816327,110,172,0.3900709219858156,0.6099290780141844,0.2857142857142857,1.3652482269503547,0.8539007092198582,0.6099290780141844,TRUE,3.8792044223467546,0.00010479865821143916,0.9998952013417886,0.5021102963684828,0.5021102963684828
mixed_alnum_token_count__gt_0,mixed_alnum_token_count,mixed_alnum_token_count > 0,282,0.05755102040816327,110,172,0.3900709219858156,0.6099290780141844,0.2857142857142857,1.3652482269503547,0.8539007092198582,0.6099290780141844,TRUE,3.8792044223467546,0.00010479865821143916,0.9998952013417886,0.5021102963684828,0.5021102963684828
max_word_length__gte_p95,max_word_length,max_word_length >= p95 (14),383,0.07816326530612244,146,237,0.381201044386423,0.618798955613577,0.2857142857142857,1.3342036553524805,0.8663185378590078,0.618798955613577,TRUE,4.136571908482556,3.525329144790839e-05,0.9999647467085521,0.4729209572512213,0.4729209572512213
uppercase_ratio__lte_p05,uppercase_ratio,uppercase_ratio <= p05 (0.00617284),248,0.05061224489795919,95,153,0.38306451612903225,0.6169354838709677,0.2857142857142857,1.340725806451613,0.8637096774193548,0.6169354838709677,TRUE,3.3936016646130582,0.0006897994900520162,0.999310200509948,0.4670533698855767,0.4670533698855767
rare_token_ratio__gte_p90,rare_token_ratio,rare_token_ratio >= p90 (0.235294),504,0.10285714285714286,190,314,0.376984126984127,0.623015873015873,0.2857142857142857,1.3194444444444444,0.8722222222222222,0.623015873015873,TRUE,4.53566116704304,5.7423307624226166e-06,0.9999942576692376,0.46655775680249606,0.46655775680249606
comma_count__gte_p90,comma_count,comma_count >= p90 (3),497,0.10142857142857142,186,311,0.37424547283702214,0.6257545271629779,0.2857142857142857,1.3098591549295775,0.876056338028169,0.6257545271629779,TRUE,4.3689042039923445,1.2487152326613568e-05,0.9999875128476734,0.45256359609614516,0.45256359609614516
comma_count__gte_p95,comma_count,comma_count >= p95 (3),497,0.10142857142857142,186,311,0.37424547283702214,0.6257545271629779,0.2857142857142857,1.3098591549295775,0.876056338028169,0.6257545271629779,TRUE,4.3689042039923445,1.2487152326613568e-05,0.9999875128476734,0.45256359609614516,0.45256359609614516
"comma_count__quantile_(2.0,103.0]",comma_count,"comma_count in quantile bin (2.0, 103.0]",497,0.10142857142857142,186,311,0.37424547283702214,0.6257545271629779,0.2857142857142857,1.3098591549295775,0.876056338028169,0.6257545271629779,TRUE,4.3689042039923445,1.2487152326613568e-05,0.9999875128476734,0.45256359609614516,0.45256359609614516
quote_count__gte_p95,quote_count,quote_count >= p95 (3),336,0.06857142857142857,125,211,0.37202380952380953,0.6279761904761905,0.2857142857142857,1.3020833333333335,0.8791666666666667,0.6279761904761905,TRUE,3.5020827136624484,0.00046163628121993706,0.99953836371878,0.4254780790296924,0.4254780790296924
